original_id	canonical_id
royals:manual:新谷-han	royals:manual:新谷-han
royals:manual:日出-han	royals:manual:日出-han
royals:manual:日田-han	royals:manual:日田-han
royals:manual:明石-han	royals:manual:明石-han
royals:manual:曽根-han	royals:manual:曽根-han
royals:manual:曾我野-han	royals:manual:曾我野-han
royals:manual:朝日山-han	royals:manual:朝日山-han
royals:manual:木本-han	royals:manual:木本-han
royals:manual:本庄-han	royals:manual:本庄-han
royals:manual:本荘-han	royals:manual:本荘-han
royals:manual:朽木-han	royals:manual:朽木-han
royals:manual:村上-han	royals:manual:村上-han
royals:manual:村山-han	royals:manual:村山-han
royals:manual:村岡-han	royals:manual:村岡-han
royals:manual:村松-han	royals:manual:村松-han
royals:manual:東方-han	royals:manual:東方-han
royals:manual:東条-han	royals:manual:東条-han
royals:manual:東蓮寺-han	royals:manual:東蓮寺-han
royals:manual:東郷-han	royals:manual:東郷-han
royals:manual:杵築-han	royals:manual:杵築-han
royals:manual:松代-han	royals:manual:松代-han
royals:manual:松前-han	royals:manual:松前-han
royals:manual:松坂-han	royals:manual:松坂-han
royals:manual:松尾-han	royals:manual:松尾-han
royals:manual:松山新田-han	royals:manual:松山新田-han
royals:manual:松崎-han	royals:manual:松崎-han
royals:manual:松川-han	royals:manual:松川-han
royals:manual:松本-han	royals:manual:松本-han
royals:manual:松江新田-han	royals:manual:松江新田-han
royals:manual:松江-han	royals:manual:松江-han
royals:manual:松長-han	royals:manual:松長-han
royals:manual:板橋-han	royals:manual:板橋-han
royals:manual:板鼻-han	royals:manual:板鼻-han
royals:manual:林田-han	royals:manual:林田-han
royals:manual:柳本-han	royals:manual:柳本-han
royals:manual:柳河-han	royals:manual:柳河-han
royals:manual:柳生-han	royals:manual:柳生-han
royals:manual:柿岡-han	royals:manual:柿岡-han
royals:manual:栗原-han	royals:manual:栗原-han
royals:manual:桑名-han	royals:manual:桑名-han
royals:manual:桑折-han	royals:manual:桑折-han
royals:manual:桜井-han	royals:manual:桜井-han
royals:manual:梁川-han	royals:manual:梁川-han
royals:manual:棚倉-han	royals:manual:棚倉-han
royals:manual:森-han	royals:manual:森-han
royals:manual:椎谷-han	royals:manual:椎谷-han
royals:manual:榎本-han	royals:manual:榎本-han
royals:manual:横須賀-han	royals:manual:横須賀-han
royals:manual:櫛羅-han	royals:manual:櫛羅-han
royals:manual:武蔵小室-han	royals:manual:武蔵小室-han
royals:manual:武蔵松山-han	royals:manual:武蔵松山-han
royals:manual:母里-han	royals:manual:母里-han
royals:manual:水口-han	royals:manual:水口-han
royals:manual:水戸-han	royals:manual:水戸-han
royals:manual:江戸崎-han	royals:manual:江戸崎-han
royals:manual:沢海-han	royals:manual:沢海-han
royals:manual:沼津-han	royals:manual:沼津-han
royals:manual:沼田-han	royals:manual:沼田-han
royals:manual:泉-han	royals:manual:泉-han
royals:manual:津和野-han	royals:manual:津和野-han
royals:manual:津山新田-han	royals:manual:津山新田-han
royals:manual:津山-han	royals:manual:津山-han
royals:manual:津-han	royals:manual:津-han
royals:manual:浅尾-han	royals:manual:浅尾-han
royals:manual:浅川-han	royals:manual:浅川-han
royals:manual:浜松-han	royals:manual:浜松-han
royals:manual:浜田-han	royals:manual:浜田-han
royals:manual:浦戸-han	royals:manual:浦戸-han
royals:manual:淀-han	royals:manual:淀-han
royals:manual:淡路洲本-han	royals:manual:淡路洲本-han
royals:manual:深溝-han	royals:manual:深溝-han
royals:manual:深見-han	royals:manual:深見-han
royals:manual:深谷-han	royals:manual:深谷-han
royals:manual:清富-han	royals:manual:清富-han
royals:manual:清末-han	royals:manual:清末-han
royals:manual:清水-han	royals:manual:清水-han
royals:manual:清洲-han	royals:manual:清洲-han
royals:manual:湯長谷-han	royals:manual:湯長谷-han
royals:manual:潤井戸-han	royals:manual:潤井戸-han
royals:manual:烏山-han	royals:manual:烏山-han
royals:manual:熊本-han	royals:manual:熊本-han
royals:manual:片野-han	royals:manual:片野-han
royals:manual:牛久-han	royals:manual:牛久-han
royals:manual:犬山-han	royals:manual:犬山-han
royals:manual:狭山-han	royals:manual:狭山-han
royals:manual:玉取-han	royals:manual:玉取-han
royals:manual:玉縄-han	royals:manual:玉縄-han
royals:manual:琉球-han	royals:manual:琉球-han
royals:manual:生坂-han	royals:manual:生坂-han
royals:manual:生実-han	royals:manual:生実-han
royals:manual:田中-han	royals:manual:田中-han
royals:manual:田丸-han	royals:manual:田丸-han
royals:manual:田原本-han	royals:manual:田原本-han
royals:manual:田原-han	royals:manual:田原-han
royals:manual:田野口-han	royals:manual:田野口-han
royals:manual:甲府新田-han	royals:manual:甲府新田-han
royals:manual:甲府-han	royals:manual:甲府-han
royals:manual:畑村-han	royals:manual:畑村-han
royals:manual:白井-han	royals:manual:白井-han
royals:manual:白河-han	royals:manual:白河-han
royals:manual:百首-han	royals:manual:百首-han
royals:manual:皆川-han	royals:manual:皆川-han
royals:manual:盛岡-han	royals:manual:盛岡-han
royals:manual:相良-han	royals:manual:相良-han
royals:manual:相馬中村-han	royals:manual:相馬中村-han
royals:manual:真壁-han	royals:manual:真壁-han
royals:manual:真岡-han	royals:manual:真岡-han
royals:manual:矢作-han	royals:manual:矢作-han
royals:manual:矢島-han	royals:manual:矢島-han
royals:manual:矢橋-han	royals:manual:矢橋-han
royals:manual:矢田-han	royals:manual:矢田-han
royals:manual:石川-han	royals:manual:石川-han
royals:manual:石戸-han	royals:manual:石戸-han
royals:manual:磐城平-han	royals:manual:磐城平-han
royals:manual:神戸-han	royals:manual:神戸-han
royals:manual:福井-han	royals:manual:福井-han
royals:manual:福岡-han	royals:manual:福岡-han
royals:manual:福島-han	royals:manual:福島-han
royals:manual:福本-han	royals:manual:福本-han
royals:manual:福束-han	royals:manual:福束-han
royals:manual:福江-han	royals:manual:福江-han
royals:manual:福知山-han	royals:manual:福知山-han
royals:manual:秋月-han	royals:manual:秋月-han
royals:manual:窪田-han	royals:manual:窪田-han
royals:manual:竜王-han	royals:manual:竜王-han
royals:manual:竜田-han	royals:manual:竜田-han
royals:manual:竹原-han	royals:manual:竹原-han
royals:manual:竹田-han	royals:manual:竹田-han
royals:manual:笠間-han	royals:manual:笠間-han
royals:manual:篠塚-han	royals:manual:篠塚-han
royals:manual:篠山-han	royals:manual:篠山-han
royals:manual:米子-han	royals:manual:米子-han
royals:manual:米沢新田-han	royals:manual:米沢新田-han
royals:manual:米沢-han	royals:manual:米沢-han
royals:manual:糸魚川-han	royals:manual:糸魚川-han
royals:manual:紀伊新宮-han	royals:manual:紀伊新宮-han
royals:manual:紀伊田辺-han	royals:manual:紀伊田辺-han
royals:manual:紀州-han	royals:manual:紀州-han
royals:manual:結城-han	royals:manual:結城-han
royals:manual:綾部-han	royals:manual:綾部-han
royals:manual:総社-han	royals:manual:総社-han
royals:manual:緒川-han	royals:manual:緒川-han
royals:manual:美作勝山-han	royals:manual:美作勝山-han
royals:manual:美作宮川-han	royals:manual:美作宮川-han
royals:manual:美濃平塚-han	royals:manual:美濃平塚-han
royals:manual:美濃脇坂-han	royals:manual:美濃脇坂-han
royals:manual:美濃長谷川-han	royals:manual:美濃長谷川-han
royals:manual:美濃高松-han	royals:manual:美濃高松-han
royals:manual:能登下村-han	royals:manual:能登下村-han
royals:manual:膳所-han	royals:manual:膳所-han
royals:manual:臼井-han	royals:manual:臼井-han
royals:manual:臼杵-han	royals:manual:臼杵-han
royals:manual:興国寺-han	royals:manual:興国寺-han
royals:manual:興留-han	royals:manual:興留-han
royals:manual:舟戸-han	royals:manual:舟戸-han
royals:manual:船形-han	royals:manual:船形-han
royals:manual:芝村-han	royals:manual:芝村-han
royals:manual:花房-han	royals:manual:花房-han
royals:manual:苗木-han	royals:manual:苗木-han
royals:manual:若桜-han	royals:manual:若桜-han
royals:manual:茂木-han	royals:manual:茂木-han
royals:manual:茨木-han	royals:manual:茨木-han
royals:manual:荻野山中-han	royals:manual:荻野山中-han
royals:manual:菊間-han	royals:manual:菊間-han
royals:manual:菰野-han	royals:manual:菰野-han
royals:manual:葛野-han	royals:manual:葛野-han
royals:manual:蓮池-han	royals:manual:蓮池-han
royals:manual:蔵王堂-han	royals:manual:蔵王堂-han
royals:manual:薩摩-han	royals:manual:薩摩-han
royals:manual:藤井-han	royals:manual:藤井-han
royals:manual:西代-han	royals:manual:西代-han
royals:manual:西大平-han	royals:manual:西大平-han
royals:manual:西尾-han	royals:manual:西尾-han
royals:manual:西方-han	royals:manual:西方-han
royals:manual:西条-han	royals:manual:西条-han
royals:manual:西江原-han	royals:manual:西江原-han
royals:manual:西端-han	royals:manual:西端-han
royals:manual:西谷-han	royals:manual:西谷-han
royals:manual:請西-han	royals:manual:請西-han
royals:manual:諏訪-han	royals:manual:諏訪-han
royals:manual:谷川-han	royals:manual:谷川-han
royals:manual:谷村-han	royals:manual:谷村-han
royals:manual:谷田部-han	royals:manual:谷田部-han
royals:manual:豊岡-han	royals:manual:豊岡-han
royals:manual:豊後高松-han	royals:manual:豊後高松-han
royals:manual:赤沼-han	royals:manual:赤沼-han
royals:manual:赤穂-han	royals:manual:赤穂-han
royals:manual:越前勝山-han	royals:manual:越前勝山-han
royals:manual:越前松岡-han	royals:manual:越前松岡-han
royals:manual:越後長岡-han	royals:manual:越後長岡-han
royals:manual:足利-han	royals:manual:足利-han
royals:manual:足助-han	royals:manual:足助-han
royals:manual:足守-han	royals:manual:足守-han
royals:manual:近江宮川-han	royals:manual:近江宮川-han
royals:manual:近江小室-han	royals:manual:近江小室-han
royals:manual:近江高島-han	royals:manual:近江高島-han
royals:manual:近藤-han	royals:manual:近藤-han
royals:manual:遠江久野-han	royals:manual:遠江久野-han
royals:manual:那波-han	royals:manual:那波-han
royals:manual:那須-han	royals:manual:那須-han
royals:manual:郡上-han	royals:manual:郡上-han
royals:manual:郡山-han	royals:manual:郡山-han
royals:manual:重原-han	royals:manual:重原-han
royals:manual:野本-han	royals:manual:野本-han
royals:manual:野村-han	royals:manual:野村-han
royals:manual:金山-han	royals:manual:金山-han
royals:manual:長尾-han	royals:manual:長尾-han
royals:manual:長峰-han	royals:manual:長峰-han
royals:manual:長島-han	royals:manual:長島-han
royals:manual:長州-han	royals:manual:長州-han
royals:manual:長府-han	royals:manual:長府-han
royals:manual:長沼-han	royals:manual:長沼-han
royals:manual:長浜-han	royals:manual:長浜-han
royals:manual:長瀞-han	royals:manual:長瀞-han
royals:manual:関宿-han	royals:manual:関宿-han
royals:manual:関-han	royals:manual:関-han
royals:manual:阿保-han	royals:manual:阿保-han
royals:manual:阿波富田-han	royals:manual:阿波富田-han
royals:manual:陶器-han	royals:manual:陶器-han
royals:manual:陸奥下村-han	royals:manual:陸奥下村-han
royals:manual:雲出-han	royals:manual:雲出-han
royals:manual:青柳-han	royals:manual:青柳-han
royals:manual:青野-han	royals:manual:青野-han
royals:manual:須坂-han	royals:manual:須坂-han
royals:manual:額田-han	royals:manual:額田-han
royals:manual:飛騨高山-han	royals:manual:飛騨高山-han
royals:manual:飫肥-han	royals:manual:飫肥-han
royals:manual:飯山-han	royals:manual:飯山-han
royals:manual:飯野-han	royals:manual:飯野-han
royals:manual:館山-han	royals:manual:館山-han
royals:manual:館林-han	royals:manual:館林-han
royals:manual:駿府-han	royals:manual:駿府-han
royals:manual:騎西-han	royals:manual:騎西-han
royals:manual:高井-han	royals:manual:高井-han
royals:manual:高井野-han	royals:manual:高井野-han
royals:manual:高取-han	royals:manual:高取-han
royals:manual:高坂-han	royals:manual:高坂-han
royals:manual:高富-han	royals:manual:高富-han
royals:manual:高岡-han	royals:manual:高岡-han
royals:manual:高崎-han	royals:manual:高崎-han
royals:manual:高徳-han	royals:manual:高徳-han
royals:manual:高松-han	royals:manual:高松-han
royals:manual:高柳-han	royals:manual:高柳-han
royals:manual:高森-han	royals:manual:高森-han
royals:manual:高槻-han	royals:manual:高槻-han
royals:manual:高浜-han	royals:manual:高浜-han
royals:manual:高滝-han	royals:manual:高滝-han
royals:manual:高瀬-han	royals:manual:高瀬-han
royals:manual:高田-han	royals:manual:高田-han
royals:manual:高畠-han	royals:manual:高畠-han
royals:manual:高遠-han	royals:manual:高遠-han
royals:manual:高鍋-han	royals:manual:高鍋-han
royals:manual:高須-han	royals:manual:高須-han
royals:manual:鯖江-han	royals:manual:鯖江-han
royals:manual:鳥取-han	royals:manual:鳥取-han
royals:manual:鳥羽-han	royals:manual:鳥羽-han
royals:manual:鳩ヶ谷-han	royals:manual:鳩ヶ谷-han
royals:manual:鴨方-han	royals:manual:鴨方-han
royals:manual:鶴牧-han	royals:manual:鶴牧-han
royals:manual:鶴田-han	royals:manual:鶴田-han
royals:manual:鶴舞-han	royals:manual:鶴舞-han
royals:manual:鹿奴-han	royals:manual:鹿奴-han
royals:manual:鹿島-han	royals:manual:鹿島-han
royals:manual:鹿沼-han	royals:manual:鹿沼-han
royals:manual:鹿野-han	royals:manual:鹿野-han
royals:manual:麻生-han	royals:manual:麻生-han
royals:manual:麻田-han	royals:manual:麻田-han
royals:manual:黒坂-han	royals:manual:黒坂-han
royals:manual:黒川-han	royals:manual:黒川-han
royals:manual:黒石-han	royals:manual:黒石-han
royals:manual:黒羽-han	royals:manual:黒羽-han
royals:manual:黒野-han	royals:manual:黒野-han
royals:manual:龍ヶ崎-han	royals:manual:龍ヶ崎-han
royals:manual:龍野-han	royals:manual:龍野-han
royals:manual:ajaigarh-state	royals:manual:ajaigarh-state
royals:manual:akkalkot-state	royals:manual:akkalkot-state
royals:manual:alipura-state	royals:manual:alipura-state
royals:manual:alirajpur-state	royals:manual:alirajpur-state
royals:manual:alwar-state	royals:manual:alwar-state
royals:manual:amb	royals:manual:amb
royals:manual:ambaliara-state	royals:manual:ambaliara-state
royals:manual:ambliara-state	royals:manual:ambliara-state
royals:manual:athgarh-state	royals:manual:athgarh-state
royals:manual:athmallik-state	royals:manual:athmallik-state
royals:manual:aundh-state	royals:manual:aundh-state
royals:manual:baghal-state	royals:manual:baghal-state
royals:manual:bahawalpur	royals:manual:bahawalpur
royals:manual:bahawalpur-state	royals:manual:bahawalpur-state
royals:manual:bajana-state	royals:manual:bajana-state
royals:manual:balasinor-state	royals:manual:balasinor-state
royals:manual:bamra-state	royals:manual:bamra-state
royals:manual:banganapalle-state	royals:manual:banganapalle-state
royals:manual:bansda-state	royals:manual:bansda-state
royals:manual:banswara-state	royals:manual:banswara-state
royals:manual:baoni-state	royals:manual:baoni-state
royals:manual:baramba-state	royals:manual:baramba-state
royals:manual:baraundha-state	royals:manual:baraundha-state
royals:manual:baria-state	royals:manual:baria-state
royals:manual:baroda-state	royals:manual:baroda-state
royals:manual:barwani-state	royals:manual:barwani-state
royals:manual:basoda-state	royals:manual:basoda-state
royals:manual:bastar-state	royals:manual:bastar-state
royals:manual:baudh-state	royals:manual:baudh-state
royals:manual:beja-state	royals:manual:beja-state
royals:manual:benares-state	royals:manual:benares-state
royals:manual:beri-state	royals:manual:beri-state
royals:manual:bhajji-state	royals:manual:bhajji-state
royals:manual:bharatpur-state	royals:manual:bharatpur-state
royals:manual:bhavnagar-state	royals:manual:bhavnagar-state
royals:manual:bhopal-state	royals:manual:bhopal-state
royals:manual:bhor-state	royals:manual:bhor-state
royals:manual:bijawar-state	royals:manual:bijawar-state
royals:manual:bikaner-state	royals:manual:bikaner-state
royals:manual:bilaspur-state	royals:manual:bilaspur-state
royals:manual:bonai-state	royals:manual:bonai-state
royals:manual:bundi-state	royals:manual:bundi-state
royals:manual:cambay-state	royals:manual:cambay-state
royals:manual:chamba-state	royals:manual:chamba-state
royals:manual:changbhakar-state	royals:manual:changbhakar-state
royals:manual:charkha-state	royals:manual:charkha-state
royals:manual:charkhari-state	royals:manual:charkhari-state
royals:manual:chhatarpur-state	royals:manual:chhatarpur-state
royals:manual:chhota-udaipur-state	royals:manual:chhota-udaipur-state
royals:manual:chhuikhadan-state	royals:manual:chhuikhadan-state
royals:manual:chitral	royals:manual:chitral
royals:manual:chuda-state	royals:manual:chuda-state
royals:manual:cooch-behar-state	royals:manual:cooch-behar-state
royals:manual:cutch-state	royals:manual:cutch-state
royals:manual:dabha-state	royals:manual:dabha-state
royals:manual:dadhalia-state	royals:manual:dadhalia-state
royals:manual:danta-state	royals:manual:danta-state
royals:manual:daspalla-state	royals:manual:daspalla-state
royals:manual:datia-state	royals:manual:datia-state
royals:manual:dhami-state	royals:manual:dhami-state
royals:manual:dhar-state	royals:manual:dhar-state
royals:manual:dharampur-state	royals:manual:dharampur-state
royals:manual:dhenkanal-state	royals:manual:dhenkanal-state
royals:manual:dholpur	royals:manual:dholpur
royals:manual:dholpur-state	royals:manual:dholpur-state
royals:manual:dhrangadhra-state	royals:manual:dhrangadhra-state
royals:manual:dhrol-state	royals:manual:dhrol-state
royals:manual:dhurwai-state	royals:manual:dhurwai-state
royals:manual:dir	royals:manual:dir
royals:manual:dungarpur-state	royals:manual:dungarpur-state
royals:manual:faridkot-state	royals:manual:faridkot-state
royals:manual:gamph-state	royals:manual:gamph-state
royals:manual:gangpur-state	royals:manual:gangpur-state
royals:manual:gaurihar-state	royals:manual:gaurihar-state
royals:manual:gondal-state	royals:manual:gondal-state
royals:manual:guler-state	royals:manual:guler-state
royals:manual:gwalior-state	royals:manual:gwalior-state
royals:manual:hindol-state	royals:manual:hindol-state
royals:manual:hunza	royals:manual:hunza
royals:manual:hyderabad-state	royals:manual:hyderabad-state
royals:manual:idar-state	royals:manual:idar-state
royals:manual:ilol-state	royals:manual:ilol-state
royals:manual:indore-state	royals:manual:indore-state
royals:manual:jafarabad-state	royals:manual:jafarabad-state
royals:manual:jaipur-state	royals:manual:jaipur-state
royals:manual:jaisalmer-state	royals:manual:jaisalmer-state
royals:manual:jaitpur-state	royals:manual:jaitpur-state
royals:manual:jalaun-state	royals:manual:jalaun-state
royals:manual:jambughoda-state	royals:manual:jambughoda-state
royals:manual:jamkhandi-state	royals:manual:jamkhandi-state
royals:manual:jammu-and-kashmir	royals:manual:jammu-and-kashmir
royals:manual:jamnia-state	royals:manual:jamnia-state
royals:manual:jandol-state	royals:manual:jandol-state
royals:manual:janjira-state	royals:manual:janjira-state
royals:manual:jaora-state	royals:manual:jaora-state
royals:manual:jasdan-state	royals:manual:jasdan-state
royals:manual:jashpur-state	royals:manual:jashpur-state
royals:manual:jaso-state	royals:manual:jaso-state
royals:manual:jaswan-state	royals:manual:jaswan-state
royals:manual:jath-state	royals:manual:jath-state
royals:manual:jawhar-state	royals:manual:jawhar-state
royals:manual:jesar-state	royals:manual:jesar-state
royals:manual:jhabua-state	royals:manual:jhabua-state
royals:manual:jhalawar-state	royals:manual:jhalawar-state
royals:manual:jhansi-state	royals:manual:jhansi-state
royals:manual:jigni-state	royals:manual:jigni-state
royals:manual:jind-state	royals:manual:jind-state
royals:manual:jobat-state	royals:manual:jobat-state
royals:manual:jodhpur-state	royals:manual:jodhpur-state
royals:manual:junagadh-state	royals:manual:junagadh-state
royals:manual:kalahandi-state	royals:manual:kalahandi-state
royals:manual:kalat	royals:manual:kalat
royals:manual:kamta-rajaula-state	royals:manual:kamta-rajaula-state
royals:manual:kangra-state	royals:manual:kangra-state
royals:manual:kanker-state	royals:manual:kanker-state
royals:manual:kapurthala-state	royals:manual:kapurthala-state
royals:manual:karauli-state	royals:manual:karauli-state
royals:manual:katosan-state	royals:manual:katosan-state
royals:manual:kawardha-state	royals:manual:kawardha-state
royals:manual:keonjhar-state	royals:manual:keonjhar-state
royals:manual:khairagarh-state	royals:manual:khairagarh-state
royals:manual:khairpur	royals:manual:khairpur
royals:manual:khandpara-state	royals:manual:khandpara-state
royals:manual:khaniadhana-state	royals:manual:khaniadhana-state
royals:manual:kharan	royals:manual:kharan
royals:manual:kharsawan-state	royals:manual:kharsawan-state
royals:manual:khayrpur	royals:manual:khayrpur
royals:manual:khilchipur-state	royals:manual:khilchipur-state
royals:manual:kishangarh-state	royals:manual:kishangarh-state
royals:manual:kolhapur	royals:manual:kolhapur
royals:manual:kolhapur-state	royals:manual:kolhapur-state
royals:manual:koriya-state	royals:manual:koriya-state
royals:manual:kota-state	royals:manual:kota-state
royals:manual:kothi-state	royals:manual:kothi-state
royals:manual:kurwai-state	royals:manual:kurwai-state
royals:manual:kutlehar-state	royals:manual:kutlehar-state
royals:manual:las-bela	royals:manual:las-bela
royals:manual:lathi-state	royals:manual:lathi-state
royals:manual:limbdi-state	royals:manual:limbdi-state
royals:manual:loharu-state	royals:manual:loharu-state
royals:manual:lunavada-state	royals:manual:lunavada-state
royals:manual:maihar-state	royals:manual:maihar-state
royals:manual:makrai-state	royals:manual:makrai-state
royals:manual:makran	royals:manual:makran
royals:manual:malerkotla-state	royals:manual:malerkotla-state
royals:manual:malpur-state	royals:manual:malpur-state
royals:manual:mandi-state	royals:manual:mandi-state
royals:manual:manipur	royals:manual:manipur
royals:manual:mansa-state	royals:manual:mansa-state
royals:manual:mayurbhanj-state	royals:manual:mayurbhanj-state
royals:manual:mohammadgarh-state	royals:manual:mohammadgarh-state
royals:manual:mohanpur-state	royals:manual:mohanpur-state
royals:manual:morvi-state	royals:manual:morvi-state
royals:manual:mudhol-state	royals:manual:mudhol-state
royals:manual:muhammadgarh-state	royals:manual:muhammadgarh-state
royals:manual:muli-state	royals:manual:muli-state
royals:manual:nabha-state	royals:manual:nabha-state
royals:manual:nagar	royals:manual:nagar
royals:manual:nagod-state	royals:manual:nagod-state
royals:manual:naigaon-rebai-state	royals:manual:naigaon-rebai-state
royals:manual:nandgaon-state	royals:manual:nandgaon-state
royals:manual:narsinghgarh-state	royals:manual:narsinghgarh-state
royals:manual:narsinghpur-state	royals:manual:narsinghpur-state
royals:manual:nawanagar-state	royals:manual:nawanagar-state
royals:manual:nayagarh-state	royals:manual:nayagarh-state
royals:manual:nilgiri-state	royals:manual:nilgiri-state
royals:manual:orchha-state	royals:manual:orchha-state
royals:manual:oudh-state	royals:manual:oudh-state
royals:manual:pal-lahara-state	royals:manual:pal-lahara-state
royals:manual:palanpur-state	royals:manual:palanpur-state
royals:manual:palitana-state	royals:manual:palitana-state
royals:manual:panna-state	royals:manual:panna-state
royals:manual:pataudi-state	royals:manual:pataudi-state
royals:manual:patdi-state	royals:manual:patdi-state
royals:manual:pathari-state	royals:manual:pathari-state
royals:manual:patiala-state	royals:manual:patiala-state
royals:manual:patna	royals:manual:patna
royals:manual:pethapur-state	royals:manual:pethapur-state
royals:manual:phaltan-state	royals:manual:phaltan-state
royals:manual:piploda-state	royals:manual:piploda-state
royals:manual:porbandar-state	royals:manual:porbandar-state
royals:manual:pratapgarh-state	royals:manual:pratapgarh-state
royals:manual:pudukkottai-state	royals:manual:pudukkottai-state
royals:manual:punadra-state	royals:manual:punadra-state
royals:manual:punial-state	royals:manual:punial-state
royals:manual:radhanpur-state	royals:manual:radhanpur-state
royals:manual:raigarh-state	royals:manual:raigarh-state
royals:manual:rairakhol-state	royals:manual:rairakhol-state
royals:manual:rajgarh-state	royals:manual:rajgarh-state
royals:manual:rajkot-state	royals:manual:rajkot-state
royals:manual:rajpipla-state	royals:manual:rajpipla-state
royals:manual:ramdurg-state	royals:manual:ramdurg-state
royals:manual:rampur-state	royals:manual:rampur-state
royals:manual:ranasan-state	royals:manual:ranasan-state
royals:manual:ranpur-state	royals:manual:ranpur-state
royals:manual:ratlam-state	royals:manual:ratlam-state
royals:manual:rewa	royals:manual:rewa
royals:manual:rupal-state	royals:manual:rupal-state
royals:manual:sachin	royals:manual:sachin
royals:manual:sachin-state	royals:manual:sachin-state
royals:manual:sailana-state	royals:manual:sailana-state
royals:manual:saklana-state	royals:manual:saklana-state
royals:manual:sakti-state	royals:manual:sakti-state
royals:manual:sambalpur-state	royals:manual:sambalpur-state
royals:manual:samthar-state	royals:manual:samthar-state
royals:manual:sandur-state	royals:manual:sandur-state
royals:manual:sangli-state	royals:manual:sangli-state
royals:manual:sant-state	royals:manual:sant-state
royals:manual:saraikela-state	royals:manual:saraikela-state
royals:manual:sarangarh-state	royals:manual:sarangarh-state
royals:manual:satara-state	royals:manual:satara-state
royals:manual:savanur-state	royals:manual:savanur-state
royals:manual:sawantwadi-state	royals:manual:sawantwadi-state
royals:manual:shahpura-state	royals:manual:shahpura-state
royals:manual:siba-state	royals:manual:siba-state
royals:manual:sind-state	royals:manual:sind-state
royals:manual:sirmur-state	royals:manual:sirmur-state
royals:manual:sirohi-state	royals:manual:sirohi-state
royals:manual:sitamau-state	royals:manual:sitamau-state
royals:manual:sohawal-state	royals:manual:sohawal-state
royals:manual:somna-state	royals:manual:somna-state
royals:manual:sonepur-state	royals:manual:sonepur-state
royals:manual:suket-state	royals:manual:suket-state
royals:manual:surgana-state	royals:manual:surgana-state
royals:manual:surguja-state	royals:manual:surguja-state
royals:manual:swat	royals:manual:swat
royals:manual:talcher-state	royals:manual:talcher-state
royals:manual:taraon-state	royals:manual:taraon-state
royals:manual:tharad-state	royals:manual:tharad-state
royals:manual:tigiria-state	royals:manual:tigiria-state
royals:manual:tonk	royals:manual:tonk
royals:manual:tonk-state	royals:manual:tonk-state
royals:manual:tripura	royals:manual:tripura
royals:manual:tulsipur-state	royals:manual:tulsipur-state
royals:manual:vala-state	royals:manual:vala-state
royals:manual:vallbhapur-state	royals:manual:vallbhapur-state
royals:manual:varsoda-state	royals:manual:varsoda-state
royals:manual:vasna-state	royals:manual:vasna-state
royals:manual:vijaipur-state	royals:manual:vijaipur-state
royals:manual:vijayanagar	royals:manual:vijayanagar
royals:manual:vijaynagar-state	royals:manual:vijaynagar-state
royals:manual:wadagam-state	royals:manual:wadagam-state
royals:manual:wadhwan-state	royals:manual:wadhwan-state
royals:manual:wankaner-state	royals:manual:wankaner-state
royals:manual:category-han	royals:manual:category-han
royals:manual:一宮-han	royals:manual:一宮-han
royals:manual:一関-han	royals:manual:一関-han
royals:manual:七尾-han	royals:manual:七尾-han
royals:manual:七戸-han	royals:manual:七戸-han
royals:manual:七日市-han	royals:manual:七日市-han
royals:manual:三上-han	royals:manual:三上-han
royals:manual:三日市-han	royals:manual:三日市-han
royals:manual:三日月-han	royals:manual:三日月-han
royals:manual:三春-han	royals:manual:三春-han
royals:manual:三条-han	royals:manual:三条-han
royals:manual:三根山-han	royals:manual:三根山-han
royals:manual:三次-han	royals:manual:三次-han
royals:manual:三池-han	royals:manual:三池-han
royals:manual:三河中島-han	royals:manual:三河中島-han
royals:manual:三河吉田-han	royals:manual:三河吉田-han
royals:manual:三河水野-han	royals:manual:三河水野-han
royals:manual:三田-han	royals:manual:三田-han
royals:manual:三草-han	royals:manual:三草-han
royals:manual:上山-han	royals:manual:上山-han
royals:manual:上有知-han	royals:manual:上有知-han
royals:manual:上田-han	royals:manual:上田-han
royals:manual:上総八幡-han	royals:manual:上総八幡-han
royals:manual:上総苅谷-han	royals:manual:上総苅谷-han
royals:manual:上里見-han	royals:manual:上里見-han
royals:manual:上野豊岡-han	royals:manual:上野豊岡-han
royals:manual:下妻-han	royals:manual:下妻-han
royals:manual:下手渡-han	royals:manual:下手渡-han
royals:manual:下総三浦-han	royals:manual:下総三浦-han
royals:manual:下総山崎-han	royals:manual:下総山崎-han
royals:manual:下総山川-han	royals:manual:下総山川-han
royals:manual:下総飯田-han	royals:manual:下総飯田-han
royals:manual:下野上田-han	royals:manual:下野上田-han
royals:manual:下野富田-han	royals:manual:下野富田-han
royals:manual:下野山川-han	royals:manual:下野山川-han
royals:manual:下館-han	royals:manual:下館-han
royals:manual:与板-han	royals:manual:与板-han
royals:manual:中津山-han	royals:manual:中津山-han
royals:manual:中津-han	royals:manual:中津-han
royals:manual:丸亀-han	royals:manual:丸亀-han
royals:manual:丸岡-han	royals:manual:丸岡-han
royals:manual:丹南-han	royals:manual:丹南-han
royals:manual:丹後田辺-han	royals:manual:丹後田辺-han
royals:manual:丹波亀山-han	royals:manual:丹波亀山-han
